class,name,price,etl_date,brand,model,hz,cut_name
螢幕｜投影機｜壁掛,【福利機優惠】terra 2463W(1H1P/5ms/IPS/含喇叭) 德國品質 *尾盤,2799,2024-03-17,terra,2463W,,terra 2463W
螢幕｜投影機｜壁掛,terra 2463W PV(1H1P/5ms/IPS/含喇叭) 可高低調整.德國品質 *尾盤,4999,2024-03-17,terra,2463W,,terra 2463W PV
螢幕｜投影機｜壁掛,【福利機優惠】terra 2463W PV(1H1P/5ms/IPS/含喇叭) 可高低調整.德國品質 *尾盤,3499,2024-03-17,terra,2463W,,terra 2463W PV
螢幕｜投影機｜壁掛,ViewSonic VA2406-H(1A1H/4ms/VA/無喇叭)零閃屏技術.抗藍光技術,2588,2024-03-17,ViewSonic,VA2406,,ViewSonic VA2406-H
螢幕｜投影機｜壁掛,ViewSonic VA2432-H(1A1H/4ms/IPS/100Hz/無喇叭)零閃屏技術.抗藍光技術.薄邊框*尾盤,2880,2024-03-17,ViewSonic,VA2432,100Hz,ViewSonic VA2432-H
螢幕｜投影機｜壁掛,ViewSonic VA2432-H-W(1A1H/1ms/IPS/100Hz/無喇叭)零閃屏技術.抗藍光技術.白色,2988,2024-03-17,ViewSonic,VA2432,100Hz,ViewSonic VA2432-H-W
螢幕｜投影機｜壁掛,ViewSonic VG2448(1A1H1P/5ms/IPS/含喇叭)可傾斜、翻轉、調整高度.保亮點【少量】,4688,2024-03-17,ViewSonic,VG2448,,ViewSonic VG2448
螢幕｜投影機｜壁掛,ViewSonic VX2479-HD-PRO(2H1P/1ms/IPS/165Hz/無喇叭/Adaptive-Sync)保亮點【優惠洽門市】,3788,2024-03-17,ViewSonic,VX2479,165Hz,ViewSonic VX2479-HD-PRO
螢幕｜投影機｜壁掛,ViewSonic VX2428(2H1P/0.5ms/IPS/180Hz/含喇叭/FreeSync Premium),3588,2024-03-17,ViewSonic,VX2428,180Hz,ViewSonic VX2428
螢幕｜投影機｜壁掛,ViewSonic VX2428J(2H1P/0.5ms/IPS/180Hz/含喇叭/FreeSync Premium)可升降.翻轉,4988,2024-03-17,ViewSonic,VX2428J,180Hz,ViewSonic VX2428J
螢幕｜投影機｜壁掛,ViewSonic VX2485-MHU(1A1H1C/5ms/IPS/含喇叭/FreeSync) 保無亮點 *尾盤,4988,2024-03-17,ViewSonic,VX2485,,ViewSonic VX2485-MHU
螢幕｜投影機｜壁掛,ViewSonic VX2476-smhd(1A1H1P/4ms/IPS/含喇叭)無邊框.金屬銀光三角立座.保無亮點,4788,2024-03-17,ViewSonic,VX2476,,ViewSonic VX2476-smhd
螢幕｜投影機｜壁掛,【任搭】ViewSonic VX2476-smhd(1A1H1P/4ms/IPS/含喇叭)無邊框.金屬銀光三角立座.保無亮點,4588,2024-03-17,ViewSonic,VX2476,,ViewSonic VX2476-smhd
螢幕｜投影機｜壁掛,ViewSonic XG2431(2H1P/0.5ms/Fast IPS/240Hz/含喇叭/FreeSync Premium)保無亮點,6988,2024-03-17,ViewSonic,XG2431,240Hz,ViewSonic XG2431
螢幕｜投影機｜壁掛,三星 S24C310EAC(1A1H/5ms/IPS/無喇叭/FreeSync )窄邊框.低藍光.零閃屏,2980,2024-03-17,三星,S24C310EAC,,三星 S24C310EAC
螢幕｜投影機｜壁掛,三星 S24C366EAC(1A1H/4ms/VA曲面/無喇叭/FreeSync)低藍光模式.零閃屏,3290,2024-03-17,三星,S24C366EAC,,三星 S24C366EAC
螢幕｜投影機｜壁掛,EIZO FlexScan EV2460(1A1D1H1P/5ms/IPS/含喇叭)日本製【限量】,11900,2024-03-17,EIZO,FlexScan,,EIZO FlexScan EV2460
螢幕｜投影機｜壁掛,EIZO FlexScan EV2480(1H1P1C/5ms/IPS/含喇叭)日本製.僅附USB-C(訊號線)【限量】,13900,2024-03-17,EIZO,FlexScan,,EIZO FlexScan EV2480
螢幕｜投影機｜壁掛,華碩 VA24EHF(1H/1ms/IPS/100Hz/無喇叭/Adaptive-Sync)抗閃機種.護眼電競顯示器,2640,2024-03-17,華碩,VA24EHF,100Hz,華碩 VA24EHF
螢幕｜投影機｜壁掛,華碩 VA24DQF(1H1P/1ms/IPS/100Hz/含喇叭/Adaptive-Sync)抗閃機種,2900,2024-03-17,華碩,VA24DQF,100Hz,華碩 VA24DQF
螢幕｜投影機｜壁掛,華碩 VA24EHFR(1A1H/1ms/IPS/100Hz/無喇叭/Adaptive-Sync)抗閃機種,2888,2024-03-17,華碩,VA24EHFR,100Hz,華碩 VA24EHFR
螢幕｜投影機｜壁掛,華碩 VZ24EHF(1H/1ms/IPS/100Hz/無喇叭/Adaptive-Sync)抗閃機種,2788,2024-03-17,華碩,VZ24EHF,100Hz,華碩 VZ24EHF
螢幕｜投影機｜壁掛,華碩 VZ249HE(1A1H/5ms/IPS/無喇叭)日晷系列超薄無邊.低藍光.不閃屏,2580,2024-03-17,華碩,VZ249HE,,華碩 VZ249HE
螢幕｜投影機｜壁掛,華碩 VZ249H(1A1H/5ms/IPS/含喇叭)日晷系列超薄無邊框.低藍光.不閃屏-金框,3518,2024-03-17,華碩,VZ249H,,華碩 VZ249H
螢幕｜投影機｜壁掛,華碩 VZ249H-W(白/1A1H/5ms/IPS/含喇叭)日晷系列超薄無邊框.低藍光.不閃屏,3488,2024-03-17,華碩,VZ249H,,華碩 VZ249H-W
螢幕｜投影機｜壁掛,華碩 VU249CFE-B(1H1C/1ms/IPS/100Hz/無喇叭/Adaptive-Sync)USB-C 15W.護眼,3988,2024-03-17,華碩,VU249CFE,100Hz,華碩 VU249CFE-B
螢幕｜投影機｜壁掛,華碩 VU249CFE-M(1H1C/1ms/IPS/100Hz/無喇叭/Adaptive-Sync)USB-C 15W.燕麥奶色,3990,2024-03-17,華碩,VU249CFE,100Hz,華碩 VU249CFE-M
螢幕｜投影機｜壁掛,華碩 VG249Q3A(TUF/2H1P/IPS/180Hz/含喇叭/FreeSync Premium)ELMB 技術,3788,2024-03-17,華碩,VG249Q3A,180Hz,華碩 VG249Q3A
螢幕｜投影機｜壁掛,華碩 VG249QM1A(TUF/2H1P/1ms/Fast IPS/270Hz/含喇叭/Freesync Premium)G-SYNC兼容,5988,2024-03-17,華碩,VG249QM1A,270Hz,華碩 VG249QM1A
螢幕｜投影機｜壁掛,華碩 PA248QV(1A1H1P/5ms/IPS/含喇叭/16:10)專業校色繪圖螢幕.保無亮點,5918,2024-03-17,華碩,PA248QV,,華碩 PA248QV
螢幕｜投影機｜壁掛,華碩 PA247CV(1H2P/5ms/IPS/含喇叭)(Delta E值小於2)人體工學支架.專業繪圖.保無亮點,5950,2024-03-17,華碩,PA247CV,,華碩 PA247CV
螢幕｜投影機｜壁掛,華碩 PG248QP(2H1P/0.2ms/TN/540Hz/無喇叭/HDR400)G-Sync ULMB 2技術【活動贈】,29800,2024-03-17,華碩,PG248QP,540Hz,華碩 PG248QP
螢幕｜投影機｜壁掛,ACER VG240YU E(2H1P/1ms/IPS/100Hz/含喇叭/FreeSync/HDR10),4488,2024-03-17,ACER,VG240YU,100Hz,ACER VG240YU E
螢幕｜投影機｜壁掛,DELL P2423DE(1H1P1C/5ms/IPS/無喇叭)保無亮點.可高低調整.旋轉.傾斜.四年保,10800,2024-03-17,DELL,P2423DE,,DELL P2423DE
螢幕｜投影機｜壁掛,三星 S6 S24A600NAC(1H1P/5ms/IPS/無喇叭/FreeSync/HDR10)可高低調整【少量】,5988,2024-03-17,三星,S6,,三星 S6 S24A600NAC
螢幕｜投影機｜壁掛,華碩 PA24ACRV(1H2P1C/5ms/IPS/含喇叭/HDR400)(Delta E值小於2)人體工學支架,8988,2024-03-17,華碩,PA24ACRV,,華碩 PA24ACRV
螢幕｜投影機｜壁掛,華碩 PA24US(2H1P1C/5ms/IPS/含喇叭/HDR10)人體工學支架.支援12G-SDI連接【客訂】,42900,2024-03-17,華碩,PA24US,,華碩 PA24US
螢幕｜投影機｜壁掛,ACER KA252Q E(1A1H/1ms/IPS/100Hz/無喇叭/FreeSync)抗閃系列,2388,2024-03-17,ACER,KA252Q,100Hz,ACER KA252Q E
螢幕｜投影機｜壁掛,ACER VG252Q M3(2H1P/1ms/IPS/180Hz/含喇叭/FreeSync Premium/HDR400),3999,2024-03-17,ACER,VG252Q,180Hz,ACER VG252Q M3
螢幕｜投影機｜壁掛,BenQ MOBIUZ EX2510S(2H1P/IPS/1ms/165Hz/含喇叭/FreeSync Premium),5788,2024-03-17,BenQ,MOBIUZ,165Hz,BenQ MOBIUZ EX2510S
螢幕｜投影機｜壁掛,ZOWIE XL2540K(3H1P/TN/240Hz/無喇叭)專業電競顯示器【限量】,9900,2024-03-17,ZOWIE,XL2540K,240Hz,ZOWIE XL2540K
螢幕｜投影機｜壁掛,ZOWIE XL2546X(2H1P/TN/240Hz/無喇叭)DyAc 2技術.Setting to share自動切換色彩模式,15900,2024-03-17,ZOWIE,XL2546X,240Hz,ZOWIE XL2546X
螢幕｜投影機｜壁掛,ZOWIE XL2566K(2H1P/TN/360Hz/無喇叭)DyAc+ 動態精準技術【限量】,17900,2024-03-17,ZOWIE,XL2566K,360Hz,ZOWIE XL2566K
螢幕｜投影機｜壁掛,DELL Alienware AW2523HF(2H1P/0.5ms/Fast IPS/360Hz/無喇叭/FreeSync Premium)保亮點.四年保【活動贈】,12888,2024-03-17,DELL,Alienware,360Hz,DELL Alienware AW2523HF
螢幕｜投影機｜壁掛,MSI PRO MP251(1A1H/1ms/IPS/100Hz/含喇叭)抗閃機種.護眼提醒設計【優惠洽門市】,2988,2024-03-17,MSI,PRO,100Hz,MSI PRO MP251
螢幕｜投影機｜壁掛,MSI G255F(2H1P/1ms/Rapid IPS/180Hz/無喇叭/Adaptive-Sync)不閃屏.低藍光,3990,2024-03-17,MSI,G255F,180Hz,MSI G255F
螢幕｜投影機｜壁掛,華碩 VG259QM(TUF/2H1P/1ms/IPS/280Hz/含喇叭/FreeSync/HDR400),6920,2024-03-17,華碩,VG259QM,280Hz,華碩 VG259QM
螢幕｜投影機｜壁掛,BenQ PD2500Q(1H1P1MP/4ms/IPS/含喇叭/2K*1440 16:9)專業設計用▼下殺到 3/18 23:59,5988,2024-03-17,BenQ,PD2500Q,,BenQ PD2500Q
螢幕｜投影機｜壁掛,BenQ PD2506Q(1H1P1C/5ms/IPS/含喇叭/HDR400)可昇降.翻轉.獨家AQCOLOR調教技術【少量】,13788,2024-03-17,BenQ,PD2506Q,,BenQ PD2506Q
螢幕｜投影機｜壁掛,Lenovo D27-40(1A1H/4ms/VA無喇叭/FreeSync)低藍光.護眼 *尾盤,2880,2024-03-17,Lenovo,D27,,Lenovo D27-40
螢幕｜投影機｜壁掛,ACER BR277 E3(1A1H1P/4ms/IPS/100Hz/含喇叭/FreeSync)抗閃系列.商用無反射機種,4999,2024-03-17,ACER,BR277,100Hz,ACER BR277 E3
螢幕｜投影機｜壁掛,ACER EK271 E(1A1H/1ms/IPS/100Hz/無喇叭//FreeSync)抗閃系列,2688,2024-03-17,ACER,EK271,100Hz,ACER EK271 E
螢幕｜投影機｜壁掛,ACER KA270 H(1A1H/1ms/VA/100Hz/含喇叭FreeSync)抗閃系列.窄邊框【優惠洽門市】,2999,2024-03-17,ACER,KA270,100Hz,ACER KA270 H
螢幕｜投影機｜壁掛,ACER KA272 E0(1A1H/1ms/IPS/100Hz/含喇叭//FreeSync)抗閃系列,2988,2024-03-17,ACER,KA272,100Hz,ACER KA272 E0
螢幕｜投影機｜壁掛,ACER K273 E(1A1H/1ms/IPS/100Hz/含喇叭/FreeSync)抗閃系列.窄邊框【少量】,3588,2024-03-17,ACER,K273,100Hz,ACER K273 E
螢幕｜投影機｜壁掛,ACER RS272(1A1H/1ms/IPS/100Hz/含喇叭/FreeSync)抗閃系列.薄邊框【少量】,3488,2024-03-17,ACER,RS272,100Hz,ACER RS272
螢幕｜投影機｜壁掛,ACER R272 H(1A1H/1ms/VA/100Hz/含喇叭/FreeSync)抗閃系列.薄邊框,3999,2024-03-17,ACER,R272,100Hz,ACER R272 H
螢幕｜投影機｜壁掛,ACER SB272 E(1A1H/1ms/IPS/100Hz/FreeSync)不閃屏.低藍光【少量】,3488,2024-03-17,ACER,SB272,100Hz,ACER SB272 E
螢幕｜投影機｜壁掛,ACER QG270 S3(1H1P/1ms/VA/180Hz/無喇叭/FreeSync Premium)原生180Hz電競,3788,2024-03-17,ACER,QG270,180Hz,ACER QG270 S3
螢幕｜投影機｜壁掛,ACER VG270 E(1A2H/1ms/IPS/100Hz/含喇叭/FreeSync)抗閃系列.窄邊框【少量】,3288,2024-03-17,ACER,VG270,100Hz,ACER VG270 E
螢幕｜投影機｜壁掛,ACER VG270 S3(2H1P/0.5ms/VA/180Hz/含喇叭/FreeSync Premium)原生180Hz電競【少量】,3888,2024-03-17,ACER,VG270,180Hz,ACER VG270 S3
螢幕｜投影機｜壁掛,ACER CB271(1H1C/1ms/IPS/含喇叭/FreeSync)Delta E值小於1.支援PD 65W,4788,2024-03-17,ACER,CB271,,ACER CB271
螢幕｜投影機｜壁掛,BenQ GW2780 Plus(1A1H1P/5ms/IPS/含喇叭)光智慧螢幕.玩色模式*尾盤,4088,2024-03-17,BenQ,GW2780,,BenQ GW2780 Plus
螢幕｜投影機｜壁掛,【主機搭購】BenQ GW2780 Plus(1A1H1P/5ms/IPS/含喇叭)光智慧螢幕.玩色模式*尾盤,3888,2024-03-17,BenQ,GW2780,,BenQ GW2780 Plus
螢幕｜投影機｜壁掛,BenQ GW2785TC(1H1P1C/5ms/IPS/含喇叭)護眼.升降.旋轉.降噪麥克風.USB-C 60W,5918,2024-03-17,BenQ,GW2785TC,,BenQ GW2785TC
螢幕｜投影機｜壁掛,BenQ GW2790(2H1P/5ms/IPS/100Hz/含喇叭)光智慧2.0技術.Coding模式.電子紙模式,4588,2024-03-17,BenQ,GW2790,100Hz,BenQ GW2790
螢幕｜投影機｜壁掛,BenQ MOBIUZ EX2710S(2H1P/IPS/165Hz/含喇叭/FreeSync Premium/HDR10)【優惠洽門市】,5988,2024-03-17,BenQ,MOBIUZ,165Hz,BenQ MOBIUZ EX2710S
螢幕｜投影機｜壁掛,ZOWIE XL2746K(3H1P/TN/240Hz/無喇叭)DyAc技術.電競顯示器【限量】,17490,2024-03-17,ZOWIE,XL2746K,240Hz,ZOWIE XL2746K
螢幕｜投影機｜壁掛,PHILIPS 271V8LB(1A1H/4ms/VA/100Hz/無喇叭/Adaptive-Sync)抗閃系列.低藍光,2788,2024-03-17,PHILIPS,271V8LB,100Hz,PHILIPS 271V8LB
螢幕｜投影機｜壁掛,PHILIPS 271V8B(1A1H/4ms/IPS/100Hz/無喇叭/Adaptive-Sync)抗閃系列.低藍光,2980,2024-03-17,PHILIPS,271V8B,100Hz,PHILIPS 271V8B
螢幕｜投影機｜壁掛,PHILIPS 271V8LAB(1A1H/4ms/VA/100Hz/含喇叭/Adaptive-Sync)抗閃系列.低藍光,3488,2024-03-17,PHILIPS,271V8LAB,100Hz,PHILIPS 271V8LAB
螢幕｜投影機｜壁掛,PHILIPS Evnia 27M1N3200Z(2H1P/1ms/IPS/165Hz/無喇叭/FreeSync Premium)【優惠洽門市】【活動贈】,3880,2024-03-17,PHILIPS,Evnia,165Hz,PHILIPS Evnia 27M1N3200Z
螢幕｜投影機｜壁掛,AOC 27B2HM2(2H/4ms/VA/100Hz/無喇叭/Adaptive-Sync)抗閃機種.三邊窄邊框,2638,2024-03-17,AOC,27B2HM2,100Hz,AOC 27B2HM2
螢幕｜投影機｜壁掛,AOC 27B1H2(1A1H/4ms/100Hz/IPS/無喇叭)抗閃機種.三邊窄邊框.低藍光.不閃屏,2950,2024-03-17,AOC,27B1H2,100Hz,AOC 27B1H2
螢幕｜投影機｜壁掛,AOC 27G4(2H1P/1ms/IPS/180Hz/無喇叭/Adaptive-Sync)可翻轉.電競顯示器,4899,2024-03-17,AOC,27G4,180Hz,AOC 27G4
螢幕｜投影機｜壁掛,AOPEN 27CL1 E(1A1H/1ms/IPS/100Hz/無喇叭/FreeSync)低藍光.抗閃系列,2688,2024-03-17,AOPEN,27CL1,100Hz,AOPEN 27CL1 E
螢幕｜投影機｜壁掛,AOPEN 27SB2 H(1A1H/1ms/VA/100Hz/含喇叭/FreeSync)抗閃系列,3180,2024-03-17,AOPEN,27SB2,100Hz,AOPEN 27SB2 H
螢幕｜投影機｜壁掛,AOPEN 27KG3 M3(1H1P/1ms/IPS/180Hz/無喇叭/FreeSync Premium) 超薄機身,3788,2024-03-17,AOPEN,27KG3,180Hz,AOPEN 27KG3 M3
螢幕｜投影機｜壁掛,AOPEN 27HC5R(1A2H/1ms/VA曲面/含喇叭/FreeSync) 入門款曲面螢幕,3188,2024-03-17,AOPEN,27HC5R,,AOPEN 27HC5R
螢幕｜投影機｜壁掛,AOPEN 27HC5R S3(2H1P/1ms/VA/180Hz/含喇叭//FreeSync Premium)【少量】,3999,2024-03-17,AOPEN,27HC5R,180Hz,AOPEN 27HC5R S3
螢幕｜投影機｜壁掛,AOPEN 27HC5R X(2H1P/1ms/VA曲面/240Hz/含喇叭/FreeSync),4288,2024-03-17,AOPEN,27HC5R,240Hz,AOPEN 27HC5R X
螢幕｜投影機｜壁掛,DELL SE2722H(1A1H/4ms/VA/無喇叭/FreeSync)低藍光.入門熱銷機種.四年保,3788,2024-03-17,DELL,SE2722H,,DELL SE2722H
螢幕｜投影機｜壁掛,DELL P2722H(1A1H1P/5ms/IPS/無喇叭)保亮點.可傾斜.左右旋轉.四年保,7988,2024-03-17,DELL,P2722H,,DELL P2722H
螢幕｜投影機｜壁掛,DELL P2722HE(1H1P1C/5ms/IPS/無喇叭)保亮點.可傾斜.左右旋轉 *尾盤,8888,2024-03-17,DELL,P2722HE,,DELL P2722HE
螢幕｜投影機｜壁掛,LG 27MQ400-B(1A1H/5ms/IPS/無喇叭/FreeSync)護眼電競螢幕,3288,2024-03-17,LG,27MQ400,,LG 27MQ400-B
螢幕｜投影機｜壁掛,MSI PRO MP271A(1A1H1P/1ms/IPS/100Hz/含喇叭)低藍光.抗閃系列 *尾盤,3388,2024-03-17,MSI,PRO,100Hz,MSI PRO MP271A
螢幕｜投影機｜壁掛,MSI PRO MP273A(1A1H1P/1ms/IPS/100Hz/含喇叭)低藍光.抗閃系列▼下殺到 3/24 23:59,3388,2024-03-17,MSI,PRO,100Hz,MSI PRO MP273A
螢幕｜投影機｜壁掛,MSI PRO MP273AP(1A1H1P/1ms/IPS/100Hz/含喇叭)抗閃系列.可昇降.翻轉,3990,2024-03-17,MSI,PRO,100Hz,MSI PRO MP273AP
螢幕｜投影機｜壁掛,MSI MP275(1A1H/1ms/IPS/100Hz/含喇叭)抗閃系列【優惠洽門市】,3288,2024-03-17,MSI,MP275,100Hz,MSI MP275
螢幕｜投影機｜壁掛,MSI MP275P(1A1H/1ms/IPS/100Hz/含喇叭)抗閃系列.可昇降.翻轉,3688,2024-03-17,MSI,MP275P,100Hz,MSI MP275P
螢幕｜投影機｜壁掛,MSI Modern MD272P(1H1P1C/5ms/IPS/含喇叭) 美型.可調整高低.旋轉 *尾盤,3988,2024-03-17,MSI,Modern,,MSI Modern MD272P
螢幕｜投影機｜壁掛,【任搭】MSI Modern MD272P(1H1P1C/5ms/IPS/含喇叭) 美型.可調整高低.旋轉 *尾盤,3850,2024-03-17,MSI,Modern,,MSI Modern MD272P
螢幕｜投影機｜壁掛,MSI Modern MD272XP(1H1P1C/1ms/IPS/100Hz/含喇叭)抗閃機種,4388,2024-03-17,MSI,Modern,100Hz,MSI Modern MD272XP
螢幕｜投影機｜壁掛,MSI Modern MD272XPW(1H1P1C/1ms/IPS/100Hz/含喇叭)抗閃機種 .白色,4388,2024-03-17,MSI,Modern,100Hz,MSI Modern MD272XPW
螢幕｜投影機｜壁掛,MSI G2712V(1H1P/1ms/IPS/100Hz/無喇叭/Adaptive-Sync)抗閃機種 *尾盤,4299,2024-03-17,MSI,G2712V,100Hz,MSI G2712V
螢幕｜投影機｜壁掛,MSI G2712F(2H1P/1ms/Ultra Rapid IPS/180Hz/無喇叭/Adaptive-Sync)電競螢幕,4390,2024-03-17,MSI,G2712F,180Hz,MSI G2712F
螢幕｜投影機｜壁掛,MSI G274F(2H1P/1ms/Rapid IPS/180Hz/無喇叭/G-SYNC兼容),4980,2024-03-17,MSI,G274F,180Hz,MSI G274F
螢幕｜投影機｜壁掛,MSI G27C4X(2H1P/1ms/VA曲面/250Hz/無喇叭/FreeSync Premium)電競曲面螢幕,5290,2024-03-17,MSI,G27C4X,250Hz,MSI G27C4X
螢幕｜投影機｜壁掛,terra 2727W(1H1P/6.5ms/VA/含喇叭)不閃屏.抗藍光 *尾盤,2888,2024-03-17,terra,2727W,,terra 2727W
螢幕｜投影機｜壁掛,terra 2742W(1A1H/5ms/IPS/100Hz/含喇叭/Adaptive-Sync)不閃屏.抗藍光,2988,2024-03-17,terra,2742W,100Hz,terra 2742W
螢幕｜投影機｜壁掛,terra 2727W HA(1H1P/6.5ms/VA/含喇叭)不閃屏.抗藍光.高度調整.左右旋轉.前後傾斜*尾盤,3988,2024-03-17,terra,2727W,,terra 2727W HA
螢幕｜投影機｜壁掛,【任搭價】terra 2727W HA(1H1P/6.5ms/VA/含喇叭)不閃屏.抗藍光.高度調整.左右旋轉.前後傾斜*尾盤,3788,2024-03-17,terra,2727W,,terra 2727W HA
螢幕｜投影機｜壁掛,terra 2748W V2(1H1P/5ms/IPS/含喇叭)硬體低藍光.不閃屏.廣色域,3288,2024-03-17,terra,2748W,,terra 2748W V2
螢幕｜投影機｜壁掛,terra 2763W PV(1H1P/5ms/IPS/含喇叭)可高低調整.德國品質 *尾盤,5999,2024-03-17,terra,2763W,,terra 2763W PV
螢幕｜投影機｜壁掛,【福利機優惠】terra 2763W PV(1H1P/5ms/IPS/含喇叭)可高低調整.德國品質 *尾盤,4199,2024-03-17,terra,2763W,,terra 2763W PV
螢幕｜投影機｜壁掛,ViewSonic VA2732-h(1A1H/4ms/IPS/無喇叭) 抗藍光.零閃屏,3270,2024-03-17,ViewSonic,VA2732,,ViewSonic VA2732-h
螢幕｜投影機｜壁掛,ViewSonic VX2718-P-mhd(2H1P/1ms/VA/165Hz/含喇叭/FreeSync)保亮點,3788,2024-03-17,ViewSonic,VX2718,165Hz,ViewSonic VX2718-P-mhd
螢幕｜投影機｜壁掛,ViewSonic VX2718-PC-MHD(2H1P/1ms/VA曲面/165Hz/含喇叭/FreeSync)保亮點,4688,2024-03-17,ViewSonic,VX2718,165Hz,ViewSonic VX2718-PC-MHD
螢幕｜投影機｜壁掛,ViewSonic VX2779-HD-PRO(2H1P/1ms/IPS/180Hz/無喇叭/Adaptive-Sync)保亮點,3888,2024-03-17,ViewSonic,VX2779,180Hz,ViewSonic VX2779-HD-PRO
